index,study,age,gender,education,language,birth_place,location,group,task,id,t1_exclude,t1_dscore,t2_exclude,t2_dscore,Q1_A1,Q1_A2 *,Q1_A3 *,Q1_A4,Q1_A5 *,Q1_A6,Q1_A7,Q1_A8 *,Q1_A9,Q1_A10 *,t1_ques,Q2_A1,Q2_A2 *,Q2_A3 *,Q2_A4,Q2_A5 *,Q2_A6,Q2_A7,Q2_A8 *,Q2_A9,Q2_A10 *,t2_ques_computed,t2_ques,t1_ques_norm,t2_ques_norm,1st check indicator,2nd check,2nd check indicator,exclude,exclude_t1,dscore_paired_even_t1,dscore_paired_odd_t1,exclude_t2,dscore_paired_even_t2,dscore_paired_odd_t2,t1_com_d_norm,t2_com_d_norm
22,S2,61,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,1,qIAT,R_1Cex7K73fcqOJ7m,False,1.200111973,False,0.586551181,4,3,2,4,2,4,4,2,4,2,39,1,5,5,1,5,1,1,5,1,5,10,10,1.256585009,-2.019481901,,introverted,,0,False,1.200005918,1.212949238,False,0.741017593,0.40719761,1.269425821,0.574997935
23,S2,31,Male,Master's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_1CjyHJhQGU6GINC,False,-0.431480587,False,0.645985288,3,3,2,4,4,4,3,4,3,3,31,5,1,1,5,1,5,5,1,5,1,50,50,0.352842413,2.499231078,,extraverted,,0,False,0.071185975,-0.786758437,False,0.627228981,0.661398131,-0.577210057,0.642265436
24,S2,42,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_1CkFYkuacbBtHYg,False,-0.29771299,False,0.392065952,2,2,3,4,3,4,4,3,3,4,32,3,2,2,4,3,4,4,3,3,4,34,34,0.465810238,0.691745886,,extravert,,0,False,-0.320909738,-0.183072575,False,0.354149171,0.413158423,0.242189397,1.384189513
25,S2,25,Male,Master's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_1cS7f7RNrl3yMNU,False,-1.020265815,False,-1.090451561,2,4,4,2,3,4,3,4,3,3,26,2,4,4,3,4,3,3,2,2,3,26,26,-0.211996709,-0.211996709,,,,0,False,-0.805255311,-1.223061619,False,-1.156291564,-1.021387683,-0.954071259,-1.070270993
26,S2,53,Male,Some college (no degree),"Scottish Gaelic, Gaelic",United Kingdom ,United Kingdom ,1,IAT,R_1CyHpLS52HKC2Vd,False,0.239069417,False,0.022844497,2,2,2,3,3,3,3,3,3,3,31,5,4,4,5,1,5,3,4,3,3,35,35,0.352842413,0.804713711,*,FAKE,*,1,False,0.201413037,0.226651621,False,-0.235197949,0.110233515,1.130887984,0.772905349
27,S2,58,Female,High school graduate,English,United Kingdom ,United Kingdom ,1,qIAT,R_1d4a3T1BnYm4FM8,False,0.841699229,False,1.628534026,3,2,2,4,2,4,3,2,3,2,37,1,5,5,1,1,1,1,5,1,5,14,14,1.03064936,-1.567610603,,introverted,,0,False,0.927175762,0.801897592,False,1.463802044,1.777762814,0.863774406,1.754313748
28,S2,43,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,1,qIAT,R_1dAc6gaqHW99q6I,False,-0.296557283,False,1.349145547,2,1,1,4,2,5,5,2,4,2,42,1,5,5,1,5,1,1,5,1,5,10,10,1.595488482,-2.019481901,,Introvert,,0,False,-0.305671244,-0.280866363,False,1.585354467,1.090473484,-0.424503909,1.438101967
29,S2,59,Female,Master's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_1dBa9Xx2OBwtIP8,False,-0.432149862,False,-0.574186598,1,5,3,1,5,1,1,5,1,5,12,5,1,1,5,1,5,5,1,5,1,50,50,-1.793546252,2.499231078,,extravert,,0,False,-0.159014974,-0.765425318,False,-0.751215615,-0.403133039,0.019615302,-0.21554115
30,S2,27,Male,High school graduate,English,United Kingdom ,United Kingdom ,0,qIAT,R_1DBzpumSff6SRi0,False,-1.811164433,False,-1.110699372,2,3,2,2,4,2,1,4,2,5,21,2,2,4,3,4,2,2,4,2,5,22,22,-0.776835832,-0.663868007,,,,0,False,-2.008592363,-1.690328297,False,-1.329953226,-0.929492568,-2.138735742,-1.345949637
31,S2,49,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_1DFHO707A0ewcHF,False,-0.721677659,False,-0.022795995,2,4,4,3,4,3,3,4,2,4,23,2,4,4,3,4,3,3,4,2,4,23,23,-0.550900183,-0.550900183,,,,0,False,-0.797356865,-0.640371704,False,0.117741297,-0.273957521,-0.4597278,0.697342811
32,S2,24,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_1dfVKZ95ancNTSR,False,-0.118681002,False,-0.605244521,4,1,1,5,2,3,5,3,4,4,40,4,1,1,5,2,3,5,3,3,4,39,39,1.369552833,1.256585009,,,,0,False,0.16058437,-0.504267274,False,-0.637473157,-0.601103853,-0.223183598,-0.773876016
33,S2,44,Male,High school graduate,English,United Kingdom ,United Kingdom ,1,qIAT,R_1DGuigJ6ulJYBqg,False,1.179328326,False,-0.001487693,2,3,3,3,4,2,1,4,1,4,21,1,5,4,3,5,1,1,1,1,4,18,18,-0.776835832,-1.115739305,,introvert,,0,False,1.243393777,1.091311697,False,0.21461126,-0.190601889,1.245902897,-0.090544253
34,S2,36,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_1dLX2eqg1pNOgQm,False,-0.724839048,False,-0.162472042,2,3,3,4,3,3,3,3,3,4,29,1,5,5,1,2,1,1,2,1,2,19,19,0.126906764,-1.002771481,*,introvert,,1,False,-0.830298077,-0.676453931,False,-0.368533497,0.19902434,-0.464961805,0.466094722
35,S2,41,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_1dugBpUiN9sVwqu,False,-0.578317441,False,-0.276501428,1,2,2,4,5,3,2,5,1,3,24,1,5,5,1,5,1,1,5,1,5,10,10,-0.437932358,-2.019481901,,Introverted,,0,False,-0.608506007,-0.694581677,False,-0.801238592,0.041617586,-0.222380186,0.277307324
36,S2,29,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_1duZBraulppDkDa,False,0.313526274,False,0.620460774,4,3,2,3,2,3,4,3,4,2,36,5,1,1,5,1,5,5,3,1,1,44,44,0.917681535,1.821424131,,Introvert,*,1,False,0.156434668,0.351191633,False,0.49118696,0.307104868,1.254158983,1.762320676
37,S2,39,Male,Bachelor's degree,English,Philippines ,United Kingdom ,1,qIAT,R_1Dwmh6McVFLrtHt,False,0.824127581,False,-0.349899491,4,2,2,5,2,4,5,2,4,2,42,1,5,5,1,5,1,1,5,1,5,10,10,1.595488482,-2.019481901,,introverted,,0,False,0.618339541,1.013931768,False,-0.20794711,-0.459514907,0.843886821,-0.484876602
38,S2,62,Female,High school graduate,English,United Kingdom ,United Kingdom ,2,qIAT,R_1eOuuAXgQeXnz1g,False,-0.0260863,False,0.142271604,3,2,1,4,2,5,4,3,2,3,37,5,1,1,5,1,5,5,1,5,1,50,50,1.03064936,2.499231078,,extrovert,,0,False,-0.164694485,0.12636364,False,0.49538422,-0.093186767,-0.118384948,0.072162468
39,S2,47,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,1,qIAT,R_1ePH2S1LSKzUNcp,False,-1.289567081,False,-1.412250928,2,4,4,2,4,2,2,5,2,4,19,1,5,5,1,5,1,1,5,1,5,10,10,-1.002771481,-2.019481901,,introverted,,0,False,-1.493195775,-1.22755445,False,-1.348757302,-1.447884007,-1.548392045,-1.68724558
40,S2,44,other/ I prefer not to say,9th to 12th grade,English,United Kingdom ,United Kingdom ,0,IAT,R_1eWbCL63gZU7TJE,False,-0.215715706,False,0.039034934,3,1,1,4,3,4,3,3,5,2,39,3,1,1,4,2,4,3,2,5,2,41,41,1.256585009,1.482520658,,,,0,False,-0.530108765,-0.009461276,False,-0.435375599,0.519579468,0.37794435,0.799710285
41,S2,36,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_1EXc6k2cyVILuzK,False,-0.766470405,False,0.697631971,2,4,4,4,5,2,3,5,1,5,19,5,1,1,5,1,5,5,1,5,1,50,50,-1.002771481,2.499231078,,extraverted,,0,False,-0.832913078,-0.696003272,False,0.690848726,0.759631377,-0.956351414,0.700719134
42,S2,34,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_1f1sFJh1N6ZLdsp,False,0.700758638,False,-0.200791925,3,4,4,4,4,4,4,5,2,2,28,4,4,4,4,4,4,2,4,2,4,26,26,0.01393894,-0.211996709,,,,0,False,0.67597246,0.756634681,False,-0.304833367,-0.102496498,0.704257895,-0.316116711
43,S2,37,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_1F5OgiTQlvsyWEV,True,,True,,2,3,3,3,2,3,3,3,3,2,31,5,1,1,5,1,5,5,1,5,1,50,50,0.352842413,2.499231078,,extroverted,,1,True,-0.23899315,0.13442019,True,,-1.674739715,,
44,S2,45,Female,Professional degree,English,United Kingdom ,United Kingdom ,2,IAT,R_1f6GcmDujPvlchR,False,0.186688028,False,0.282719453,2,2,1,4,3,5,2,4,2,3,32,4,2,1,5,2,5,5,3,3,1,43,43,0.465810238,1.708456307,,extriverted,,0,False,0.350410505,0.049028782,False,0.401455788,0.16360957,1.044165197,1.203155116
45,S2,64,Female,9th to 12th grade,English,United Kingdom ,United Kingdom ,2,IAT,R_1fg4EojGThfFCrj,False,-0.568229544,False,0.575058573,2,2,4,3,4,2,2,4,2,4,23,5,1,1,5,1,5,5,1,5,1,50,50,-0.550900183,2.499231078,,extrovert,,0,False,-0.560633648,-0.562258203,False,0.40379891,0.799689048,-0.205678633,1.687152652
46,S2,52,Male,Professional degree,English,United Kingdom ,United Kingdom ,1,IAT,R_1FjlTWJMLkzUvOV,False,-0.028631521,False,-0.940829289,2,2,1,4,2,4,3,2,4,2,38,1,5,5,1,5,1,1,5,1,5,10,10,1.143617184,-2.019481901,,introverted,,0,False,0.145484966,0.045878678,False,-0.811110418,-1.1000873,0.687681496,-0.822555906
47,S2,37,Female,Master's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_1fkJ1o3ENFHCDNh,False,0.472897686,False,-0.016123926,1,3,2,2,3,3,4,3,2,2,29,5,2,2,4,1,5,4,2,5,2,44,44,0.126906764,1.821424131,,extroverted,,0,False,0.787385091,0.142517401,False,0.219449265,-0.352729726,0.44636495,-0.107109537
48,S2,30,Female,Associate's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_1FnfucxP0jRlP3L,False,0.685899056,False,-0.220282202,3,1,2,4,2,4,3,3,5,3,38,5,1,1,5,1,5,5,1,5,1,50,50,1.143617184,2.499231078,,extraverted,,0,False,0.815564103,0.538666764,False,-0.068127231,-0.45848751,0.687439825,-0.3381758
49,S2,34,Female,Master's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_1FnQMTIORHfSRtw,False,0.554477528,False,0.256973835,2,1,1,4,3,5,4,4,2,2,36,1,5,5,1,5,1,1,5,1,5,10,10,0.917681535,-2.019481901,,introverted,,0,False,0.644284711,0.463325595,False,0.242717236,0.276419442,0.538696986,0.201982413
50,S2,32,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_1FtTqegUC7LpPkG,False,-1.640270341,False,-0.741296878,1,3,2,2,5,3,1,5,1,5,18,1,3,3,2,5,3,1,5,1,5,17,17,-1.115739305,-1.228707129,,,,0,False,-1.574547995,-1.706983443,False,-1.256002025,-0.31055556,-1.94531787,-0.927860025
51,S2,31,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_1g2rNAM2X3AXbRL,False,0.685616287,False,0.973217445,2,3,2,3,4,4,2,4,1,5,24,1,4,2,1,5,2,1,5,1,5,15,15,-0.437932358,-1.454642778,,introverted,,0,False,0.729164466,0.624515197,False,1.167802465,0.757397276,0.687119787,1.012626675
52,S2,65,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_1g5ZojBQxeuPjMJ,False,1.674399228,False,0.382819969,3,1,1,4,2,5,5,2,2,1,42,1,5,5,1,5,1,1,5,1,5,10,10,1.595488482,-2.019481901,,intoverted ,,0,False,1.857303513,1.596767622,False,0.110234238,0.941378959,1.806223968,0.344415023
53,S2,37,Female,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_1GDZ5v0qDygArPK,False,-1.393642092,False,-1.251482922,1,4,4,1,5,1,1,5,1,5,12,1,5,5,1,5,1,1,5,1,5,10,10,-1.793546252,-2.019481901,,introverted,,0,False,-1.122642175,-1.744749346,False,-1.387350259,-1.104823359,-1.57223416,-1.336875006
54,S2,47,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_1gI0I1tDWLf0Agu,False,-1.102300403,False,-0.999030388,3,2,2,4,2,3,4,4,2,3,33,5,1,1,5,1,5,5,1,5,1,50,50,0.578778062,2.499231078,,extrovert,,0,False,-1.028010121,-1.169823949,False,-0.956135594,-1.012072838,-1.089887973,-0.918913822
55,S2,35,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_1GIwAGj81vs8Fyo,False,0.436504639,False,0.508505857,1,3,3,3,4,2,1,5,1,4,19,1,5,5,1,5,1,1,5,1,5,10,10,-1.002771481,-2.019481901,,introverted,,0,False,0.605808816,0.322131291,False,0.369787117,0.672849705,0.405175313,0.486666265
56,S2,56,Male,Master's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_1gkGUwtoVrXrO06,False,-1.348406443,False,-1.473234116,2,4,3,3,4,3,2,4,2,3,24,1,5,5,1,5,1,1,5,1,5,10,10,-0.437932358,-2.019481901,,intreverted,,0,False,-1.374103114,-1.177020033,False,-1.227434331,-1.380244264,-1.497341882,-1.704006957
57,S2,29,Male,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_1gztdG2oqWjoWWA,False,-0.445573159,False,0.041039614,2,4,3,2,4,3,3,4,2,4,23,1,5,5,1,5,1,1,5,1,5,10,10,-0.550900183,-2.019481901,,introverted ,,0,False,-0.508853323,-0.298117867,False,-0.019754149,0.108265486,-0.002608349,0.803029239
58,S2,36,Female,High school graduate,English,United Kingdom ,United Kingdom ,2,IAT,R_1H1bQG4QjNE8ZY0,False,-0.418090358,False,-0.418024328,1,4,3,2,4,2,3,4,1,4,20,5,1,1,5,1,5,5,1,5,1,50,50,-0.889803656,2.499231078,,Extravert,,0,False,-0.22194189,-0.565159711,False,-0.11527065,-0.823994532,0.04289226,0.043001579
59,S2,36,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_1H2dep5UFE3l2Fa,False,1.35615019,False,0.488149488,2,2,2,3,4,3,2,4,2,4,26,1,5,5,1,5,1,1,5,1,5,10,10,-0.211996709,-2.019481901,,introverted,,0,False,1.466117836,1.219263607,False,0.64925414,0.289641877,1.44602982,0.463626934
60,S2,27,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,1,qIAT,R_1H2hwYEx6EErLc0,True,,True,,4,5,5,1,5,2,5,1,5,4,27,1,5,5,1,5,1,1,5,1,5,10,10,-0.099028885,-2.019481901,,Introverted,,1,True,,,True,,,,
61,S2,72,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,1,qIAT,R_1H2Li3iBxn6cblp,False,0.492622387,False,1.050549025,1,3,3,4,3,3,2,4,1,4,24,1,1,1,1,5,1,1,5,1,5,18,18,-0.437932358,-1.115739305,,introverted,,0,False,0.300354885,0.682534998,False,1.451535389,0.791840335,0.468689359,1.100150529
62,S2,53,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_1H5LboNY1Z0oquH,False,-0.517984285,False,0.036474954,2,2,2,3,4,3,2,5,1,4,24,1,5,5,1,5,1,1,5,1,5,10,10,-0.437932358,-2.019481901,,introverted,,0,False,-0.618415652,-0.383411711,False,0.022988475,-0.023174751,-0.12249243,0.795471975
63,S2,19,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_1H75XI8ESGKJdiJ,False,0.424561635,False,-0.277218622,4,2,2,4,2,4,3,3,4,4,36,5,1,1,5,1,5,5,1,5,1,50,50,0.917681535,2.499231078,,extraverted,,0,False,0.472691707,0.407831267,False,-0.261283501,-0.320545408,1.437989465,0.276119935
64,S2,26,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_1H7zBeUVVAaCh79,False,0.580116154,False,-0.424781437,2,2,2,4,3,3,4,4,3,2,33,2,3,3,4,2,4,4,4,2,2,32,32,0.578778062,0.465810238,,,,0,False,0.681388562,0.454433746,False,-0.657718927,-0.071797986,0.567714774,-0.569627962
65,S2,32,Female,Professional degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_1hG24KIciAnVUAB,False,-0.342543472,False,0.114012993,2,2,2,4,4,4,4,2,2,4,32,1,5,5,1,5,1,1,5,1,5,10,10,0.465810238,-2.019481901,,introvertly,,0,False,-0.398255552,-0.27499951,False,0.145806638,0.07732489,-0.476551062,0.040179383
66,S2,48,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_1HV5O1KXVLQ7DwZ,False,-1.576990335,False,-1.389432513,2,4,3,4,4,3,3,5,2,4,24,5,1,1,5,1,5,5,1,5,1,50,50,-0.437932358,2.499231078,,extroverted,,0,False,-1.677232577,-1.191719296,False,-1.160429323,-1.657299423,-1.875786069,-1.565264769
67,S2,62,Male,High school graduate,English,United Kingdom ,United Kingdom ,2,qIAT,R_1I74jk983FdfAO3,True,,False,-0.754037918,1,5,5,2,5,1,1,5,2,5,12,5,1,1,5,1,5,5,1,5,1,50,50,-1.793546252,2.499231078,,extrovert,,1,True,,,False,-0.707518339,-0.851154417,,-0.942280329
68,S2,53,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,qIAT,R_1IAu8JDRn0g7Cs5,False,1.111753553,False,0.656948529,2,4,4,4,4,2,3,4,2,5,22,2,4,4,3,4,2,3,4,2,5,21,21,-0.663868007,-0.776835832,,,,0,False,0.936794643,1.274296348,False,0.436420729,0.858847775,1.169421793,0.654673628
69,S2,41,Female,High school graduate,English,United Kingdom ,United Kingdom ,2,IAT,R_1IE4DAH4yjrVhwL,False,-1.17347376,False,-0.256445239,2,3,2,2,3,2,2,4,1,3,24,4,2,2,4,2,4,4,2,4,2,40,40,-0.437932358,1.369552833,,extraversion,,0,False,-1.209154251,-1.312377757,False,-0.321469982,-0.171772393,-1.2077228,0.310512411
70,S2,63,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_1iqUDCTFVBNl8I4,False,-1.133783369,False,-1.681080913,2,3,3,2,4,3,2,4,1,4,22,5,1,1,5,1,5,5,1,5,1,50,50,-0.663868007,2.499231078,,extroverted,,0,False,-1.479529591,-0.886817177,False,-1.844307006,-1.484438373,-1.372076096,-1.991507261
71,S2,42,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_1IRgXoxDEhFCwBe,False,0.159213257,False,-0.49471149,2,4,4,3,5,3,2,5,1,5,18,2,4,4,3,5,2,2,5,1,4,18,18,-1.115739305,-1.115739305,,,,0,False,0.106296682,0.253823042,False,-0.530544949,-0.469285299,0.091337025,-0.648774771
72,S2,45,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_1IuWAvzVe0wQCu8,False,-0.941146952,False,-0.756654372,1,3,3,4,4,3,2,5,1,4,22,1,5,5,1,5,1,1,5,1,5,10,10,-0.663868007,-2.019481901,,introverted,,0,False,-0.926231482,-1.036430075,False,-0.236853054,-1.549604389,-1.154050268,-0.945241631
73,S2,33,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_1j6rSC2edUO2ZMK,False,-0.220990831,False,-0.267418546,2,2,2,4,4,3,2,4,2,4,27,2,4,2,3,4,2,2,4,2,4,23,23,-0.099028885,-0.550900183,,,,0,False,-0.234841616,-0.216091259,False,-0.032136085,-0.555887457,0.369210837,0.29234497
74,S2,63,Female,Master's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_1jCEuzN5lZZkVbQ,False,-1.282947481,False,-0.795971049,1,5,5,2,5,2,1,5,2,5,13,5,1,1,5,1,5,4,2,2,1,45,45,-1.680578427,1.934391956,,extrovert,,0,False,-0.915877034,-1.232483209,False,-0.906217578,-0.651074763,-1.388967825,-0.582728163
75,S2,42,Female,Master's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_1jdMCKL2cMtaygh,False,0.469683416,False,0.417562704,4,2,1,5,3,4,4,3,3,4,37,4,2,2,5,3,4,4,4,3,2,37,37,1.03064936,1.03064936,,,,0,False,0.088042085,0.719358384,False,0.396368092,0.469759536,0.44272704,0.383736837
76,S2,58,Female,Master's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_1jk3Ic1dV405eOO,False,-0.886431886,False,-0.823872261,1,5,4,2,5,2,3,4,2,5,17,1,5,4,2,4,2,3,2,1,4,20,20,-1.228707129,-0.889803656,,,,0,False,-0.604584784,-1.115008752,False,-0.928463891,-0.72640555,-0.732495399,-0.628921493
77,S2,35,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_1JKJuMtMCX2dr9b,False,-0.936336775,False,-0.665917785,1,4,3,2,5,2,1,5,2,5,16,5,1,1,5,1,5,5,1,5,1,50,50,-1.341674954,2.499231078,,EXTRAVERTED ,,0,False,-1.029259921,-0.839932812,False,-1.091761512,-0.312647705,-1.148606111,-0.842545994
78,S2,47,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_1joFdqYpmRGcnsR,False,-0.780901192,False,0.098363928,1,1,1,3,3,4,2,2,3,2,34,5,1,1,5,1,5,5,1,5,1,50,50,0.691745886,2.499231078,,introvert,*,1,False,-0.605818616,-0.661267245,False,0.256834419,0.16968576,-0.557778461,0.897935548
79,S2,25,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_1jpJAyr5eqjJS4l,False,-1.149505068,False,-0.110108111,2,2,2,4,4,4,4,5,2,2,31,2,2,2,4,4,5,4,2,2,2,35,35,0.352842413,0.804713711,,,,0,False,-0.968179455,-1.009478187,False,-0.291173278,0.152558679,-1.16804016,0.552788605
80,S2,21,Female,High school graduate,English,United Kingdom ,United Kingdom ,1,qIAT,R_1JRUlHx7BIZlmBy,False,-0.141301566,False,-0.594012142,1,4,2,2,5,3,1,5,1,4,18,1,5,5,1,5,1,1,5,1,5,10,10,-1.115739305,-2.019481901,,introverted,,0,False,0.25696297,-0.317728876,False,-0.442148136,-0.745665072,-0.248785545,-0.761163213
81,S2,22,Male,Doctorate degree,English,United Kingdom ,United Kingdom ,0,IAT,R_1JWvqCnIO3VMiLv,False,-0.096628176,False,-0.604127278,1,5,5,1,5,1,1,5,1,5,10,1,5,5,1,5,1,1,5,1,5,10,10,-2.019481901,-2.019481901,,,,0,False,0.142462232,-0.284459664,False,-0.856113655,-0.445230595,0.575106027,-0.265111031
82,S2,24,Female,Master's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_1JXgO8xnvGDtgMK,False,-0.286936709,False,0.418267249,2,2,1,3,3,2,2,2,3,4,30,1,5,5,1,5,1,1,5,1,5,10,10,0.239874589,-2.019481901,,introverted,,0,False,-0.308032153,-0.267523023,False,0.33272329,0.481790909,0.260030641,1.42756846
83,S2,41,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_1Km9GSSIeIk4Hzm,False,0.023750003,False,0.387048908,3,3,3,2,3,3,2,4,4,5,26,5,1,5,5,1,5,5,1,5,1,46,46,-0.211996709,2.04735978,,extrovert,,0,False,-0.21251233,0.027845936,False,0.297520326,0.473263816,0.774404507,1.37588328
84,S2,30,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_1kRJ6HFXoHCWr4n,False,-0.429439474,False,-0.283706169,1,5,4,2,4,2,1,4,5,5,19,1,5,5,1,5,1,1,5,1,5,10,10,-1.002771481,-2.019481901,,introverted,,0,False,-0.474335749,-0.438562067,False,-0.015873657,-0.54174163,0.024102629,0.265379132
85,S2,21,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_1kUDeOvSQpakjRg,False,-1.44351581,False,-0.650682113,2,4,2,3,4,4,2,4,2,4,25,1,5,5,1,5,1,1,5,1,5,10,10,-0.324964534,-2.019481901,,introverted,,0,False,-1.378749759,-1.295693865,False,-0.507997541,-0.585814574,-1.654805239,-0.342187357
86,S2,25,Female,Master's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_1kZWIVvwNmkhAyD,False,-0.382580297,False,-0.328117809,4,2,1,4,2,5,4,2,3,4,39,1,5,5,1,5,1,1,5,1,5,10,10,1.256585009,-2.019481901,,introverted ,,0,False,-0.547074189,-0.251648175,False,-0.461080177,-0.185458644,0.101682825,0.191851087
87,S2,41,Male,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_1l5cWWAIGRjUhHc,False,-0.551444211,False,0.279322978,2,3,2,4,4,4,4,3,3,4,31,3,2,2,4,3,4,4,3,4,3,36,36,0.352842413,0.917681535,,,,0,False,-0.541827515,-0.47602877,False,0.476012678,0.225165523,-0.177888785,1.197531902
88,S2,37,Female,Master's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_1laeoIiFePKkymZ,False,0.256339719,False,0.130576271,2,2,2,4,3,2,2,4,2,4,27,5,1,1,5,1,5,5,1,5,1,50,50,-0.099028885,2.499231078,,extroverted,,0,False,0.226118865,0.280605347,False,0.159837958,0.098379984,0.20126472,0.058925694
89,S2,34,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_1LcyU1m5qcQuheC,False,0.78485088,False,0.168049013,3,4,3,3,3,3,2,3,4,4,28,5,1,1,5,1,5,5,1,5,1,50,50,0.01393894,2.499231078,,extraverted,,0,False,0.819725605,0.736173915,False,-0.021690249,0.366381833,0.799433464,0.101337331
90,S2,28,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,qIAT,R_1LFZRZ1cKRSGDgy,False,1.239477113,False,0.287400619,3,3,3,3,3,3,3,3,3,3,30,3,3,3,3,3,3,3,3,3,3,30,30,0.239874589,0.239874589,,,,0,False,1.288609658,1.162082096,False,0.203892661,0.352323845,1.313979273,0.236419436
91,S2,58,Male,Less than 9th grade,English,United Kingdom ,United Kingdom ,1,qIAT,R_1LGAPJf49JKUkTA,False,-1.266951511,False,0.000353603,1,5,4,5,5,2,1,5,1,5,16,1,5,5,1,5,1,1,5,1,5,10,10,-1.341674954,-2.019481901,,introverted,,0,False,-1.204690465,-1.320614731,False,-0.005700676,0.004446215,-1.522795752,-0.088460275
92,S2,26,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,1,qIAT,R_1lgaqyO3oUg8uyT,False,-1.361901169,False,0.772846681,1,5,4,2,4,1,1,5,2,5,14,4,3,1,5,4,4,3,3,4,2,37,37,-1.567610603,1.03064936,,extroverted,*,1,False,-1.385459867,-1.3692751,False,0.825733811,0.69759691,-1.63025974,0.785847116
93,S2,41,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,qIAT,R_1Lie9iCfFqaU0B6,False,1.852159355,False,1.742549062,4,1,2,5,2,5,4,1,3,2,43,2,5,4,1,5,2,1,5,1,4,14,14,1.708456307,-1.567610603,,introverted,,0,False,1.792350576,1.886086377,False,1.680743506,1.781664598,2.007412816,1.883355926
94,S2,29,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_1liY7RyBrZ2NlTb,False,-0.354269966,False,-0.381220543,4,1,1,4,1,3,2,3,4,3,38,4,2,2,4,2,3,2,3,4,2,36,36,1.143617184,0.917681535,,,,0,False,-0.37092962,-0.345900516,False,-0.657290363,-0.331811336,0.148553495,0.103934038
